source,title,description,content,url,publishedAt
Yahoo Entertainment,"Drone launched at Netanyahu home in northern Israel, spokesman says","JERUSALEM (Reuters) -A drone was launched towards Israeli Prime Minister Benjamin Netanyahu's home in the northern Israeli town of Caesarea on Saturday, his ...","JERUSALEM (Reuters) -A drone was launched towards Israeli Prime Minister Benjamin Netanyahu's home in the northern Israeli town of Caesarea on Saturday, his spokesman said, adding that the premier wa… [+718 chars]",https://www.yahoo.com/news/drone-launched-netanyahu-home-northern-071725640.html,
Yahoo Entertainment,Netanyahu says Israel hit Iran hard; Khamenei says damage should not be exaggerated,"JERUSALEM/CAIRO (Reuters) -Israel's airstrikes ""hit hard"" Iran's defences and missile production, Prime Minister Benjamin Netanyahu said on Sunday, as...",Yahoo is using AI to generate takeaways from this article. This means the info may not always match what's in the article. Reporting mistakes helps us improve the experience.Generate Key Takeaways  B… [+3812 chars],https://www.yahoo.com/news/netanyahu-says-israel-hit-iran-140528381.html,
Yahoo Entertainment,Netanyahu mulls plan to empty northern Gaza of civilians and cut off aid to those left inside,,"If you click 'Accept all', we and our partners, including 240 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_7812aad6-42f5-48da-9246-20a842275ab5,
Al Jazeera English,Netanyahu wants UNIFIL out of Lebanon. Why?,Experts warn a withdrawal will make it impossible to monitor violations of international law.,Prime Minister Benjamin Netanyahu is pushing for the removal of UN peacekeepers as Israel escalates its attacks in southern Lebanon.  Experts believe this is aimed at removing international observers… [+5872 chars],https://www.aljazeera.com/news/2024/10/16/netanyahu-wants-unifil-out-of-lebanon-why,
Al Jazeera English,Israel’s Benjamin Netanyahu fires Defence Minister Yoav Gallant,Netanyahu says he has lost confidence in Gallant over the management of Israel's ongoing wars in Gaza and Lebanon.,"Israeli Prime Minister Benjamin Netanyahu has fired his defence minister, Yoav Gallant, and appointed Israel Katz to succeed him.  In a surprise announcement on Tuesday, Netanyahu said he had lost co… [+415 chars]",https://www.aljazeera.com/news/2024/11/5/israels-benjamin-netanyahu-fires-defence-minister-yoav-gallant,
Al Jazeera English,Video: Israel’s Benjamin Netanyahu fires Defence Minister Yoav Gallant,"Israeli Prime Minister Benjamin Netanyahu has fired his defence minister Yoav Gallant, replacing him with Israel Katz.","NewsFeed  Israeli Prime Minister Benjamin Netanyahu has fired his defence minister Yoav Gallant, replacing him with Israel Katz. Al Jazeeras Mohamed Vall explains how a long-standing rift over Gaza t… [+20 chars]",https://www.aljazeera.com/program/newsfeed/2024/11/5/video-israels-benjamin-netanyahu-fires-defence-minister-yoav-gallant,
Al Jazeera English,Hezbollah claims responsibility for drone attack on Netanyahu holiday home,Hezbollah spokesman also acknowledges that some of the group's fighters have been taken captive by the Israeli military.,The Lebanese armed group Hezbollah has claimed responsibility for a drone attack last week on Israeli Prime Minister Benjamin Netanyahus holiday residence in Caesarea in northern Israel.  The Islamic… [+1632 chars],https://www.aljazeera.com/news/2024/10/22/hezbollah-takes-responsibility-for-drone-attack-on-netanyahu-holiday-home,
The-sun.com,New Hezbollah boss threatens to KILL Netanyahu in 1st speech...,"New Hezbollah boss threatens to KILL Netanyahu in 1st speech...          (Third column, 9th story, link)              Related stories:Lebanon hopes for ceasefire with Israel in 'coming hours'...            Drudge Report Feed needs your support!   Become a Pat…",HEZBOLLAH'S new terror chief has threatened to kill Israeli PM Benjamin Netanyahu in his first national address as leader.  An ageing Naim Qassem made the twisted comments days after the Israel Defen… [+6647 chars],https://www.the-sun.com/news/12786714/hezbollah-boss-threatens-kill-netanyahu-israel/,
Biztoc.com,Netanyahu visits Lebanese border,"Israeli Prime Minister Benjamin Netanyahu made a visit to the Lebanese border on Sunday amid ongoing military operations, his office announced. This marks his second trip to the area in less than a m...","Israeli Prime Minister Benjamin Netanyahu made a visit to the Lebanese border on Sunday amid ongoing military operations, his office announced.This marks his second trip to the area in less than a m.… [+67 chars]",https://biztoc.com/x/1b58069cbe36cb71,
Al Jazeera English,Israel’s Netanyahu vows Gaza war ‘not over’ after Sinwar’s alleged killing,Israeli leader describes alleged killing of Hamas leader as 'beginning of the end' of yearlong conflict.,"Israeli Prime Minister Benjamin Netanyahu has declared that the war in Gaza is not over following the alleged killing of Hamas leader Yahya Sinwar, even as Western leaders expressed hope that his dea… [+4067 chars]",https://www.aljazeera.com/news/2024/10/18/israels-netanyahu-vows-gaza-war-not-over-after-sinwars-alleged-killing,
Al Jazeera English,Israel’s wartime row: What’s behind the rift between Netanyahu and Gallant?,The prime minister has sacked his defiant defence minister in an attempt to settle a schism at the pinnacle of power.,"As Americans cast their votes in a monumental presidential election, Israeli Prime Minister Benjamin Netanyahu quietly ousted Defence Minister Yoav Gallant.  The two figures shared an openly divisive… [+5441 chars]",https://www.aljazeera.com/news/2024/11/6/israels-wartime-row-whats-behind-the-rift-between-netanyahu-and-gallant,
Al Jazeera English,Why Netanyahu won’t let Israel stop fighting after killing Hamas’s Sinwar,"The Israeli PM has seized every opportunity to expand the fighting, and to sink any possible ceasefires.","Beirut, Lebanon Israeli forces killed Hamas leader Yahya Sinwar in combat on Wednesday in a surprise shootout in Rafah.  The news raised some hopes among Western commentators that the killing may be … [+7162 chars]",https://www.aljazeera.com/news/2024/10/20/why-netanyahu-wont-let-israel-stop-fighting-after-killing-hamass-sinwar,
Al Jazeera English,Netanyahu says war on Gaza “not over yet” after death of Hamas’s Sinwar,"Israeli Prime Minister Benjamin Netanyahu said that the war on Gaza is ""not over yet"" after the death of Hamas's Sinwar.","NewsFeed  Israeli Prime Minister Benjamin Netanyahu said that despite the death of Hamass leader Yahya Sinwar, the war on Gaza is not over yet.",https://www.aljazeera.com/program/newsfeed/2024/10/17/netanyahu-says-war-on-gaza-not-over-yet-after-death-of-hamass-sinwar,
Al Jazeera English,Have Israel’s wars on Gaza and Lebanon made Netanyahu more popular?,Some opinion polls suggest the Israeli prime minister's approval ratings are rising.,Some opinion polls suggest Israeli prime ministers approval ratings are rising.Israels Prime Minister Benjamin Netanyahu faces international condemnation for his wars on Gaza and Lebanon.  Yet some o… [+421 chars],https://www.aljazeera.com/program/inside-story/2024/10/15/have-israels-wars-on-gaza-and-lebanon-made-netanyahu-more-popular,
Biztoc.com,Netanyahu fires Israeli defense minister,"Israeli Prime Minister Benjamin Netanyahu on Tuesday fired the country's Minister of Defense Yoav Gallant.  Why it matters: Netanyahu's decision in the midst of Israel's multi-front war is being driven largely by domestic political pressure, including from me…",Israeli Prime Minister Benjamin Netanyahu on Tuesday fired the country's Minister of Defense Yoav Gallant. Why it matters: Netanyahu's decision in the midst of Israel's multi-front war is being drive… [+136 chars],https://biztoc.com/x/56a9082807389ec5,
Nakedcapitalism.com,Netanyahu Replaces Fired Israeli Defense Minister With ‘Another Genocidal Lunatic’,"Israel's new defense minister, Israel Katz, is even more bloody-minded than the one Netanyahu sacked.",Yves here. I hate to sound like a stickler regarding the Common Dreams post reproduced below. Trying to find differences among genodicers may sound like what the Japanese call a height competition am… [+11568 chars],https://www.nakedcapitalism.com/2024/11/netanyahu-replaces-fired-israeli-defense-minister-with-another-genocidal-lunatic.html,
Deadline,Benjamin Netanyahu Doc ‘The Bibi Files’ Secures Release In Multiple Territories As Goodfellas Posts Deals,"EXCLUSIVE: Benjamin Netanyahu doc The Bibi Files has secured distribution in multiple territories, flying in the face of the controversial Israeli prime minister’s attempts to block the film. The work, directed by Alexis Bloom and produced by Alex Gibney, giv…","EXCLUSIVE: Benjamin Netanyahu doc The Bibi Files has secured distribution in multiple territories, flying in the face of the controversial Israeli prime minister’s attempts to block the film.  The wo… [+3886 chars]",http://deadline.com/2024/10/benjamin-netanyahu-doc-the-bibi-files-release-goodfellas-1236159706/,
Biztoc.com,Netanyahu tells Iranians not to lose hope in 'special' message,"Israeli Prime Minister Benjamin Netanyahu on Tuesday called on the people of Iran not to lose hope, stating that the country's regime fears its own people more than Israel.In a video message published...","Israeli Prime Minister Benjamin Netanyahu on Tuesday called on the people of Iran not to lose hope, stating that the country's regime fears its own people more than Israel.In a video message publishe… [+69 chars]",https://biztoc.com/x/31436c211322407b,
Biztoc.com,Netanyahu fires Israeli defense minister amid disagreements over Gaza campaign,"The News Israeli Prime Minister Benjamin Netanyahu fired defense minister Yoav Gallant, the PM’s office said Tuesday. Gallant will be replaced by the current foreign minister, Israel Katz, and Gideon Sa’ar will replace Katz as foreign minister. In a video pos…","The NewsIsraeli Prime Minister Benjamin Netanyahu fired defense minister Yoav Gallant, the PMs office said Tuesday. Gallant will be replaced by the current foreign minister, Israel Katz, and Gideon S… [+140 chars]",https://biztoc.com/x/35eb895e5e1b0f90,
Biztoc.com,Netanyahu tells Iranians 'don't lose hope' in 'special' message,"Israeli Prime Minister Benjamin Netanyahu on Tuesday called on the people of Iran not to lose hope, stating that the country's regime fears its own people more than Israel.In a video message published...","Israeli Prime Minister Benjamin Netanyahu on Tuesday called on the people of Iran not to lose hope, stating that the country's regime fears its own people more than Israel.In a video message publishe… [+69 chars]",https://biztoc.com/x/3afc62711f78b2a7,
Biztoc.com,"Netanyahu Fires Israel's Defense Minister, Confused Algos Dump Oil","Netanyahu Fires Israel's Defense Minister, Confused Algos Dump Oil   After hitting a session high just around noon, oil has since tumbled to session lows following news that Israel's Prime Minister Benjamin Netanyahu has fired Defense Minister Yoav Gallant, a…","Netanyahu Fires Israel's Defense Minister, Confused Algos Dump Oil  After hitting a session high just around noon, oil has since tumbled to session lows following news that Israel's Prime Minister Be… [+143 chars]",https://biztoc.com/x/1747e94154b78ae7,
Biztoc.com,Israel hostage families attack Netanyahu over Hamas leaks,Five arrested over allegations that prime minister’s opponents say ‘ought to horrify every Israeli’,"Five arrested over allegations that prime ministers opponents say ought to horrify every Israeli  This story appeared on ft.com, 2024-11-05 17:02:22.",https://biztoc.com/x/db545df754d86946,
Biztoc.com,Israel's Netanyahu dismisses defense minister in surprise announcement,"While Netanyahu has called for continued military pressure on Hamas, Gallant had taken a more pragmatic approach, saying that military force has created the necessary conditions for a diplomatic deal that could bring home hostages held by the militant group.","While Netanyahu has called for continued military pressure on Hamas, Gallant had taken a more pragmatic approach, saying that military force has created the necessary conditions for a diplomatic deal… [+112 chars]",https://biztoc.com/x/ad5577a25444f1b1,
The New Republic,Trump Praised Netanyahu in Call After One of Israel’s Worst Attacks,"Despite his recent overtures to Muslim and Arab American voters, Donald Trump privately encouraged Benjamin Netanyahu in a phone call earlier this month to “do what you have to do.”   The Washington Post reported Friday the former president told the Israeli p…","Robinson morphed into a political pariah after CNN published a sprawling investigation last month about his pre-politics proclivities, which included writing in online pornographic forums that he had… [+1710 chars]",https://newrepublic.com/post/187577/trump-praise-netanyahu-call,
CBC News,"Netanyahu wanted a Trump victory, and got it. What will it mean for the war?","In congratulating Donald Trump for his ""huge"" election victory, Israeli Prime Minister Benjamin Netanyahu's social media posts were full of excitement. Netanyahu has reason to be pleased. Now, he sees the man he once called ""Israel's best friend"" returning to…","In congratulating Donald Trump for his ""huge"" election victory, Israeli Prime Minister Benjamin Netanyahu's social media  posts   were full of excitement.   Calling it ""history's greatest comeback!"",… [+9087 chars]",https://www.cbc.ca/news/world/israel-trump-1.7375519,
[Removed],[Removed],[Removed],[Removed],https://removed.com,
[Removed],[Removed],[Removed],[Removed],https://removed.com,
CBC News,"Israel's Netanyahu dismisses defence minister, citing 'crisis of trust' amid multiple wars","Israeli Prime Minister Benjamin Netanyahu on Tuesday dismissed his popular defence minister, Yoav Gallant, in a surprise announcement that came as the country is embroiled in wars on multiple fronts across the region.","Israeli Prime Minister Benjamin Netanyahu on Tuesday dismissed his popular defence minister, Yoav Gallant, in a surprise announcement that came as the country is embroiled in wars on multiple fronts … [+2608 chars]",https://www.cbc.ca/news/world/netanyahu-gallant-1.7374256,
Forbes,Netanyahu Fires Israeli Defense Minister Yoav Gallant—Citing ‘Crisis Of Trust’,Netanyahu said his trust in Gallant had “eroded” in recent months.,"Israeli Prime Minister Benjamin Netanyahu fired defense minister Yoav Gallant on Tuesday, after Netanyahu said trust between the two officials had eroded in recent months following disagreements over… [+2235 chars]",https://www.forbes.com/sites/tylerroush/2024/11/05/netanyahu-fires-israeli-defense-minister-yoav-gallant-citing-crisis-of-trust/,
RT,Netanyahu fires Israeli defense minister,Israeli PM Benjamin Netanyahu has fired Defense Minister Yoav Gallant for “broken trust” Read Full Article at RT.com,"Israeli Prime Minister Benjamin Netanyahu has fired Defense Minister Yoav Gallant, citing “significant gaps” in their position on the war against Hamas and Hezbollah.  Foreign Minister Israel Katz ha… [+1365 chars]",https://www.rt.com/news/607071-netanyahu-fires-defense-minister/,
Biztoc.com,"Netanyahu, Trump Discuss Iran as Israel Hits Targets in Lebanon, Gaza","Israeli Prime Minister Benjamin Netanyahu announced that he has had three conversations with Donald Trump since Tuesday's election, emphasizing that they ""see eye-to-eye regarding the Iranian threat and all of its components."" Israeli President Isaac Herzog i…","Israeli Prime Minister Benjamin Netanyahu announced that he has had three conversations with Donald Trump since Tuesday's election, emphasizing that they ""see eye-to-eye regarding the Iranian threat … [+140 chars]",https://biztoc.com/x/61e6558c5ff2896d,
Democracy Now!,"""Itching for a War"": Biden Deploys U.S. Troops to Israel as Netanyahu Threatens Escalation with Iran","We look at Israel’s threats to launch retaliatory strikes against Iran as fears grow of a broader regional war. We speak to analyst Trita Parsi, executive vice president of the Quincy Institute for Responsible Statecraft, about the Biden administration sendin…",This is viewer supported news. Please do your part today.  Donate  We look at Israel’s threats to launch retaliatory strikes against Iran as fears grow of a broader regional war. We speak to analyst … [+559 chars],https://www.democracynow.org/2024/10/17/iran_israel_escalation,
Democracy Now!,Will Netanyahu Incite a War with Iran? Leaked U.S. Docs Detail Israel's Attack Plans,"The Biden administration has launched a probe after highly classified U.S. intelligence documents were posted online showing that Israel is taking steps to launch a retaliatory attack against Iran. Meanwhile, a drone hit Benjamin Netanyahu’s seaside home Satu…",This is viewer supported news. Please do your part today.  Donate  The Biden administration has launched a probe after highly classified U.S. intelligence documents were posted online showing that Is… [+559 chars],https://www.democracynow.org/2024/10/21/us_israeli_plans_to_attack_iran,
RT,Netanyahu claims responsibility for explosive pager attack,Prime Minister Benjamin Netanyahu has acknowledged that Israel was behind the explosions of thousands of pagers across Lebanon Read Full Article at RT.com,Prime Minister Benjamin Netanyahu has acknowledged for the first time that Israeli special services were behind a sabotage operation in which thousands of handheld pagers and radios exploded across L… [+2911 chars],https://www.rt.com/news/607448-netanyahu-admits-pager-attack/,
RT,Netanyahu accuses Israeli media of ‘witch hunt’,"A slew of reports have claimed that the prime minister’s staff have been engaged in criminal activity, including attempted blackmail Read Full Article at RT.com","Israeli Prime Minister Benjamin Netanyahu has accused the country’s media of an “organized witch hunt” against his office, amid a spate of reports of alleged criminal activity by his staff, including… [+2575 chars]",https://www.rt.com/news/607531-netanyahu-accuses-media-witch-hunt/,
Biztoc.com,Netanyahu Wanted Trump Back. But the Middle East Has Changed Since 2016,"The region looks different than when Donald Trump first took office, and so does Trump’s inner circle.","The region looks different than when Donald Trump first took office, and so does Trumps inner circle.  This story appeared on wsj.com, 2024-11-07 16:25:00.",https://biztoc.com/x/a3b2dd29bf71afee,
Biztoc.com,Netanyahu to send rescue planes to Amsterdam after violence against Israeli football fans,Clashes took place after Uefa Europa League match between Ajax and Maccabi Tel Aviv,"Clashes took place after Uefa Europa League match between Ajax and Maccabi Tel Aviv  This story appeared on ft.com, 2024-11-08 09:04:21.",https://biztoc.com/x/a0f589692c0f564c,
RT,Netanyahu claims Hezbollah tried to assassinate him,Israeli Prime Minister Benjamin Netanyahu has said that Hezbollah tried to assassinate him with a kamikaze drone Read Full Article at RT.com,Israeli Prime Minister Benjamin Netanyahu has accused the Iranian-backed armed group Hezbollah of attempting to kill him and his wife after his vacation home was targeted by a drone launched from Leb… [+2104 chars],https://www.rt.com/news/605963-netanyahu-claims-hezbollah-tried-to-assassinate/,
Slate Magazine,Why Trump’s Phone Call With Netanyahu Is So Alarming,"If the story is true, Trump committed not only an act of diplomatic recklessness but also, quite possibly, a federal crime.","Donald Trump told a crowd of supporters that he spoke with Israeli Prime Minister Benjamin Netanyahu on Saturday, mainly about the Middle East wars. According to Trump, the Israeli leader said he dis… [+7098 chars]",https://slate.com/news-and-politics/2024/10/us-israel-trump-phone-call-netanyahu-gaza-cease-fire-2024-election.html,
Democracy Now!,Gideon Levy: Death of Sinwar Won't End Israel's War While U.S. Gives Netanyahu Free Rein in Gaza,"Israel announced Thursday it had killed Hamas leader Yahya Sinwar in Gaza, releasing a video allegedly showing Sinwar’s final moments before his death after Israeli forces in Rafah attacked the building he was in. After the announcement, Israeli Prime Ministe…","This is viewer supported news. Please do your part today.  Donate  Israel announced Thursday it had killed Hamas leader Yahya Sinwar in Gaza, releasing a video allegedly showing Sinwar’s final moment… [+689 chars]",https://www.democracynow.org/2024/10/18/gideon_levy,
CBS News,"Netanyahu calls Trump's win a ""huge victory""","Leaders around the world reacted to former President Donald Trump winning the U.S. presidency again. Israeli Prime Minister Benjamin Netanyahu called it a ""huge victory"" and his office said the two spoke for 20 minutes on Wednesday. CBS News senior foreign co…","Watch CBS News  Copyright ©2024 CBS Interactive Inc. All rights reserved.  Get browser notifications for breaking news, live events, and exclusive reporting.  Not NowTurn On",https://www.cbsnews.com/video/netanyahu-calls-trumps-win-huge-victory/,
CBS News,Blinken to meet with Netanyahu in Israel,U.S. Secretary of State Antony Blinken is scheduled to meet with Israeli Prime Minister Benjamin Netanyahu Tuesday in Israel as the White House tries to revive hostage release talks in the wake of Hamas leader Yahya Sinwar's killing. CBS News senior White Hou…,"Watch CBS News  Copyright ©2024 CBS Interactive Inc. All rights reserved.  Get browser notifications for breaking news, live events, and exclusive reporting.  Not NowTurn On",https://www.cbsnews.com/video/blinken-to-meet-with-netanyahu-in-israel/,
CBS News,"Netanyahu congratulates Trump on his ""huge victory""","Israeli Prime Minister Benjamin Netanyahu was effusive in his praise for President-elect Donald Trump's election win, calling it ""history's greatest comeback."" Holly Williams reports from Tel Aviv.","Watch CBS News  Copyright ©2024 CBS Interactive Inc. All rights reserved.  Get browser notifications for breaking news, live events, and exclusive reporting.  Not NowTurn On",https://www.cbsnews.com/video/netanyahu-congratulates-trump-on-his-huge-victory/,
CBS News,"Netanyahu, world leaders react to Trump's win",Israeli Prime Minister Benjamin Netanyahu and other world leaders are reacting to former President Donald Trump's 2024 presidential election win. CBS News' Holly Williams reports.,"Watch CBS News  Copyright ©2024 CBS Interactive Inc. All rights reserved.  Get browser notifications for breaking news, live events, and exclusive reporting.  Not NowTurn On",https://www.cbsnews.com/video/netanyahu-world-leaders-react-to-trumps-win/,
RT,Israel seeks peace deals with Arab countries – Netanyahu,The Israeli prime minister plans to expand the Abraham Accords after resolving the conflicts with Hamas and Hezbollah Read Full Article at RT.com,"Israel plans to pursue peace agreements with Arab countries after its military goals are achieved in Gaza and Lebanon, Prime Minister Benjamin Netanyahu told the parliament on Monday.  The remarks co… [+2160 chars]",https://www.rt.com/news/606724-israel-peace-deals-arab-countries/,
RT,Netanyahu stalling Middle East settlement due to US election – CNN,"The Israeli prime minister is reluctant to make any serious decisions until the race for the White House is over, CNN has reported Read Full Article at RT.com","The US is unlikely to achieve a breakthrough in resolving the Middle East conflict before the November 5 presidential election, leaving the topic “a serious political liability” for the administratio… [+2335 chars]",https://www.rt.com/news/606603-netanyahu-stalling-middle-east-settlement-us-election/,
MSNBC,Benjamin Netanyahu won the U.S. presidential election,There is an assumption that Donald Trump will be more patient with Benjamin Netanyahu than Kamala Harris would have been.,"Israeli Prime Minister Benjamin Netanyahu, whose leadership credentials, judgment and popularity have taken a big hit since Hamas Oct. 7, 2023, attacks on Israel and the subsequent wars in Gaza and L… [+7022 chars]",https://www.msnbc.com/opinion/msnbc-opinion/netanyahu-trump-election-win-israel-gaza-rcna178956,
NBC News,Israel's new defense minister says Hezbollah defeated; Netanyahu acknowledges approving pager attacks,Israeli Defense Minister Israel Katz said Sunday that his country has defeated Hezbollah and that eliminating its leader Hassan Nasrallah was the crowning achievement.,"On Sept. 17, thousands of pagers simultaneously exploded in the southern suburbs of Beirut and other Hezbollah strongholds, in most cases after the devices beeped, indicating an incoming message.  Am… [+1055 chars]",https://www.nbcnews.com/news/world/israels-new-defense-minister-says-hezbollah-defeated-netanyahu-acknowl-rcna179554,
RT,Netanyahu orders UN to evacuate Lebanon peacekeepers,The Israeli PM has accused UN forces of protecting Hezbollah and warned that they will be in danger unless they withdraw Read Full Article at RT.com,"Israeli Prime Minister Benjamin Netanyahu has demanded that UN Secretary-General Antonio Guterres withdraw UNIFIL peacekeepers from southern Lebanon, adding that by remaining there they are “providin… [+3066 chars]",https://www.rt.com/news/605652-netanyahu-guterres-evacuate-peacekeepers/,
RT,Netanyahu rows with Macron over Israel’s origins,Benjamin Netanyahu has taken umbrage at French President Emmanuel Macron for his comments on how Israel was created Read Full Article at RT.com,Israeli Prime Minister Benjamin Netanyahu has hit back at French President Emmanuel Macron after being angered by his remarks about the founding of the Jewish state.  Macron reportedly told French ca… [+2962 chars],https://www.rt.com/news/605776-macron-netanyahu-un-israel/,
RT,Netanyahu approves strikes on Iran – ABC News,"The Israeli prime minister has reportedly signed off on a list of targets for Israel’s response to Tehran’s missile attack, a source claims Read Full Article at RT.com","Israeli Prime Minister Benjamin Netanyahu has reportedly signed off on a list of targets that could be struck in response to Tehran’s missile strikes earlier this month.  On October 1, Iran launched … [+1798 chars]",https://www.rt.com/news/605873-netanyahu-iran-strike-targets/,
RT,Nicaraguan president compares Netanyahu to Hitler,"Nicaraguan President Daniel Ortega has compared the Israeli and Ukrainian leaders to Adolf Hitler, calling both of them Nazis Read Full Article at RT.com","Nicaraguan President Daniel Ortega has slammed Israeli Prime Minister Benjamin Netanyahu and Ukrainian leader Vladimir Zelensky, comparing both politicians to Nazi Germany’s Adolf Hitler.  Ortega mad… [+1510 chars]",https://www.rt.com/news/605752-nicaragua-netanyahu-zelensky-hitler/,
RT,Netanyahu aide arrested over alleged leaks – Axios,Authorities in Israel have reportedly arrested an aide to Prime Minister Benjamin Netanyahu as scandal grows over possible leak to press Read Full Article at RT.com,"An aide to Israeli Prime Minister Benjamin Netanyahu is among several suspects who have been arrested as part of an investigation into a possible security breach at the PM’s office, Axios claimed on … [+2501 chars]",https://www.rt.com/news/606914-netanyahu-aide-arrested-leak/,
BBC News,Israel PM Netanyahu fires defence minister Gallant,"Netanyahu says trust between him Gallant has ""eroded"" in recent months.","Israel's Prime Minister Benjamin Netanyahu has fired defence minister Yoav Gallant, saying there is a ""crisis of trust"" between them.  Netanyahu said in a statement that his trust in Gallant had ""ero… [+1458 chars]",https://www.bbc.com/news/articles/cqj07jdzzgno,
CBS News,Netanyahu says leader's death is the end of Hamas,"Israel announced that Hamas leader Yahya Sinwar was killed in Gaza Thursday. ""Hamas will no longer rule Gaza,"" Israeli Prime Minister Benjamin Netanyahu said. CBS News' Elizabeth Palmer reports on the significance of Sinwar's death.","Watch CBS News  Copyright ©2024 CBS Interactive Inc. All rights reserved.  Get browser notifications for breaking news, live events, and exclusive reporting.  Not NowTurn On",https://www.cbsnews.com/video/netanyahu-leaders-death-end-hamas/,
CBS News,Israeli Prime Minister Benjamin Netanyahu fires his defense minister,Israeli Prime Minister Benjamin Netanyahu and defense minister Yoav Gallant have repeatedly been at odds over the war in Gaza.,"Israeli Prime Minister Benjamin Netanyahu on Tuesday dismissed his popular defense minister, Yoav Gallant, in a surprise announcement that came as the country is embroiled in wars on multiple fronts … [+2541 chars]",https://www.cbsnews.com/news/israel-defense-minister-fired-yoav-gallant/,
CBS News,Benjamin Netanyahu fires Israel's defense minister Yoav Gallant,"Israeli Prime Minister Benjamin Netanyahu fired his defense minister, Yoav Gallant, as Israel's conflicts in the Middle East grow. Netanyahu said there was a ""crisis of trust"" between him and Gallant. CBS News' Holly Williams has the latest.","Watch CBS News  Copyright ©2024 CBS Interactive Inc. All rights reserved.  Get browser notifications for breaking news, live events, and exclusive reporting.  Not NowTurn On",https://www.cbsnews.com/video/benjamin-netanyahu-fires-israels-defense-minister-yoav-gallant/,
CBS News,Netanyahu tells U.N. peacekeepers to immediately withdraw from Lebanon,"Prime Minister Benjamin Netanyahu accused them of ""providing a human shield"" to Hezbollah after Israeli strikes wounded five peacekeepers in recent days.",Prime Minister Benjamin Netanyahu called on United Nations peacekeepers to heed the Israeli military's warnings to evacuate Lebanon immediately as the fighting intensifies amid Israel's ground operat… [+2891 chars],https://www.cbsnews.com/news/netanyahu-israel-un-peacekeepers-lebanon-hezbollah/,
CBS News,"Netanyahu confirms Yahya Sinwar killing, says war is not over",Prime Minister Benjamin Netanyahu has confirmed the death of Hamas chief Yahya Sinwar in the Gaza Strip as Israel's war continues to escalate there and in Lebanon against Hezbollah. Netanyahu called for members of Hamas to release the remaining Israeli hostag…,"Watch CBS News  Copyright ©2024 CBS Interactive Inc. All rights reserved.  Get browser notifications for breaking news, live events, and exclusive reporting.  Not NowTurn On",https://www.cbsnews.com/video/netanyahu-confirms-yahya-sinwar-killing-says-war-is-not-over/,
NBC News,U.S. says it will be 'watching' as Netanyahu holds emergency meeting on increasing aid to Gaza,"Facing increasing U.S. pressure to ramp up aid into Gaza and warning that Washington would be “watching,” as Israeli Prime Minister Benjamin Netanyahu held an emergency meeting to discuss the matter on Wednesday.","Facing increasing U.S. pressure to ramp up aid into Gaza and warning that Washington would be watching, as Israeli Prime Minister Benjamin Netanyahu held an emergency meeting to discuss the matter on… [+2463 chars]",https://www.nbcnews.com/news/world/israel-gaza-aid-war-hamas-netanyahu-united-nations-starvation-letter-rcna175868,
NBC News,"Sinwar’s killing looks set to boost Netanyahu, the Houdini of Israeli politics","Twelve months ago, Israeli Prime Minister Benjamin Netanyahu had just overseen his country’s worst defense failure ever and faced widespread anger at home and abroad.","Outside of his Cabinet and political base, one charge long leveled against Netanyahu is that he has prioritized his own political survival, playing to his right-wing base by launching wars that sever… [+2311 chars]",https://www.nbcnews.com/news/world/sinwars-killing-boost-netanyahu-israeli-politics-hamas-war-rcna176067,
Yahoo Entertainment,"Netanyahu Agrees to Limit Strike on Iran, Washington Post Reports",,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_b0394421-af3d-46f9-a07a-05621dda9ca8,
Sputnikglobe.com,Netanyahu Fires Defense Minister Gallant,TEL AVIV (Sputnik) - Israeli Prime Minister Benjamin Netanyahu said on Tuesday that he fired Israeli Defense Minister Yoav Gallant because the trust between them has been frayed over the past few months.,"Get the latest news from around the world, live coverage, off-beat stories, features and analysis.  https://sputnikglobe.com/20241105/netanyahu-fires-defense-minister-gallant-1120783938.html  Netanya… [+1683 chars]",https://sputnikglobe.com/20241105/netanyahu-fires-defense-minister-gallant-1120783938.html,
Breitbart News,Netanyahu Congratulates Trump: 'History's Greatest Comeback!',"Israeli Prime Minister Benjamin Netanyahu congratulated President-elect Donald Trump on his resounding victory in the 2024 election early Wednesday morning, calling it ""history's greatest comeback."" The post Netanyahu Congratulates Trump: ‘History’s Greatest …","Israeli Prime Minister Benjamin Netanyahu congratulated President-elect Donald Trump on his resounding victory in the 2024 election early Wednesday morning, calling it “history’s greatest comeback.” … [+1920 chars]",https://www.breitbart.com/middle-east/2024/11/06/netanyahu-congratulates-trump-historys-greatest-comeback/,
